,Equipment,Sub equipment (if applicable),Down time issue,Machine/ process stop time,Machine/ process start time,Time taken (Duration),"Type (B/D, PM, SC, Process)",Attended by - department,Attended by - senior PM/ PC/ other,Issue,Temporary action taken
1053,Mould,Mould,mould vibration,20:55,21:25,0.5,B/D,Mechanical,,Thickness Variation of 2mm at Spigot (Sl-1),Socket dial done 0.4mm
1054,Mould,Mould,v seal water leakage ,1:00,3:00,2,B/D,Mechanical,,Water Leakage from V-Seal after 2 pipes (Sl-2 HB-1),So Sleeve set
1055,trough,trough,fallchute supporting bolt box plate welding ,13:40,14:56,1.27,B/D,Mechanical,,,
1056,flaggate,flaggate,flaggate hose leakage ,4:00,4:10,0.17,B/D,Mechanical,,,
1057,uli unit,uli unit,B side trough uli tube change ,4:10,4:40,0.5,B/D,Mechanical,,,
1058,CCM,CCM,V belt change & setting,16:00,16:40,0.67,B/D,Mechanical,,,
1059,Core loader,Core loader,Core loader ring change,11:32,11:47,0.25,B/D,Mechanical,,Core Loader ring damage,Core Ring Changing Work Done
1060,PTT,PTT,PTT not moving ,12:47,12:54,0.12,B/D,Mechanical,,PTT Rope Damage,Rope Cutting work Done
1061,PTT,PTT,PTT not moving ,12:58,13:05,0.12,B/D,Mechanical,,,
1062,PTT,PTT,PTT not moving ,13:10,13:15,0.08,B/D,Mechanical,,,
1063,CCM,top roller,top roller change & ptt rope change,17:45,19:15,1.5,B/D,Mechanical,,,
1064,MTC,MTC,MTC cylinder nut & bolt tight,9:45,10:15,0.5,B/D,Mechanical,,,
1065,MTC,MTC,MTC cylinder check,23:58,0:17,0.32,B/D,Mechanical,,,
1066,uli unit,uli unit,dry uli main tube open out ,4:10,4:35,0.42,B/D,Mechanical,,Dry Powder pipe line broken from socket,Welding Work Done
1067,trough,trough,B side trough funnel centering ,4:35,5:05,0.5,B/D,Mechanical,,,
1068,Mould,Mould,water leakage from V seal,4:20,6:00,1.67,B/D,Mechanical,,Water Leakage from V-Seal (Sl-3 HB-2),Sleeve Removed and DN700 Sleeve Set
1069,Extractor,Extractor,Extractor centering done & extractor change,2:16,3:35,1.32,B/D,Mechanical,,Extractor center out due to Barrel Bend,Extractor changed & aligned
1070,Core loader,Core loader,Core loader ring change,18:16,19:30,1.23,B/D,Mechanical,,Core Burst,Core Loader Changed & Aligned
1071,Mould,Mould,mould sleeve setting prob,20:45,23:15,2.5,B/D,Mechanical,,Sleeve not inseat in Bogie due to spigot top roller adjusting stud bolt length more so obstructing ,Precise Stud Bolt Fitted
1072,Core loader,Core loader,Core loader centering check,23:15,23:30,0.25,B/D,Mechanical,,,
1073,Mould,Mould,mould rotation prob,13:15,13:54,0.65,B/D,Mechanical,,,
1074,Core loader,Core loader,Core loader spring broken,15:47,17:15,1.47,B/D,Mechanical,,,
1075,Mould,Mould,mould sleeve not avilable,21:40,21:55,0.25,B/D,Mechanical,,,
1076,sector ladle ,sector ladle ,sector ladle down during casting time so mould change ,16:30,18:10,1.67,B/D,Mechanical,,,
1077,Mould,Mould,dial gauge check,18:10,18:30,0.33,B/D,Mechanical,,,
1078,Core Loader,Core Loader,Core loader/extractor centering check,18:40,18:55,0.25,B/D,Mechanical,,,
1079,Mould,Mould,mould rotation prob,2:20,3:58,1.63,B/D,Mechanical,,,
1080,Core loader,Core loader,Core loader allignment,23:15,0:00,0.75,B/D,Mechanical,,,
1081,sector ladle ,sector ladle ,sector ladle not down + trough shifting prob ,13:20,16:50,3.5,B/D,Mechanical,,,
1082,trough,trough,trough shifting prob,22:10,0:50,2.67,B/D,Mechanical,,,
1083,uli unit,uli unit,dry uli dropping prob & dry uli tank valve not open ,20:05,20:35,0.5,B/D,Mechanical,,,
1084,Mould,Mould,Mould vibration,21:23,23:27,2.07,B/D,Mechanical,,Mould Vibration Problem,Mould Change Work Done
1085,trough,trough,B side trough uli tube change ,2:42,2:52,0.17,B/D,mould shop,,,
1086,trough,trough,trough shifting prob,11:05,20:48,9.72,B/D,Mechanical,,Trough Shifting Cylinder not moving as A-side Flat Wheel was not rotating,Suuporting Roller Bracket Welding for Trough Shifting Frame
1087,Core loader,Core loader,C/B  prob,22:00,22:25,0.42,B/D,Mechanical,,,
1088,Mould,Mould,water leakage from spt side ,11:00,12:20,1.33,B/D,Mechanical,,,
1089,Mould,Mould,Mould vibration,12:45,14:15,1.5,B/D,Mechanical,,Mould Vibration (Sl No. 7),Mould Change (Sl No.8)
1090,bogie,bogie,"core not in,but m/c bogie not full up position",3:22,4:10,0.8,B/D,Mechanical,,,
1091,Mould,Mould,water leakage from spt side ,9:00,9:08,0.13,B/D,Mechanical,,Water Leakage from Spt side as Seal plate melted at bottom ,Sleeve Changed
1092,trough,trough,A side trough vibration ,11:00,11:33,0.55,B/D,Mechanical,,,
1093,trough,trough,B side trough hydrulic cylinder open & out ,22:45,23:40,0.92,B/D,Mechanical,,B-side Trough Shifting Cylinder Eye Open out from Cylinder ,Eye placed and Welding done. OK in Trial
1094,Mould,Mould,Mould vibration,12:06,12:45,0.65,B/D,Mechanical,,,
1095,trough,trough,A side trough pressing roller change,22:25,22:30,0.08,B/D,Mechanical,,,
1096,MTC,MTC,MTC bolt tight ,11:45,12:25,0.67,B/D,Mechanical,,,
1097,Extractor,Extractor,Extractor center out ,14:05,16:45,2.67,B/D,Mechanical,,Extractor Center out due to rotary ploy,Rottery with Poster Unit Change
1098,DC Motor ,DC Motor ,rpm stop in during casting (mould jam),5:20,6:00,0.67,B/D,Mechanical,,Mould Rotatin Jam,Sleeve Changed
1099,trough,diabola ,Trolley derail,2:30,3:30,1,B/D,Mechanical,,Diabola Trolley Derail and one V Wheel Rotation Jam,Trolley Repositioning and V Wheel changing work done
1100,flag gate,flag gate,flag gate plate welding ,7:53,8:02,0.15,B/D,Mechanical,,,
1101,Core loader,Core loader,Core loader spring broken,13:00,13:10,0.17,B/D,Mechanical,,,
1102,Mould,Mould,Mould change due to skt drawn prob,2:20,3:55,1.58,B/D,Mechanical,,,
1103,trough,trough,A side trough supporting roller change ,22:30,23:50,1.33,B/D,Mechanical,,,
1104,Core loader,Core loader,Core loader change,7:10,8:00,0.83,B/D,Mechanical,,,
1105,dial gauge ,dial gauge ,skt side dial gauge check due to thickness varriation,23:50,0:10,0.33,B/D,Mechanical,,,
1106,trough,trough,B side trough supporting roller chanage,0:40,0:58,0.3,B/D,Mechanical,,Trough Supporting Roller B-side Roller Jam,Roler Changed (Spare Used)
1107,extractor,extractor,extractor centering check,22:12,22:17,0.08,B/D,Mechanical,,,
1108,MTC,MTC,MTC gland seal checking ,15:25,15:50,0.42,B/D,Mechanical,,,
1109,extractor,extractor,extractor striker plate broken,16:16,17:08,0.87,B/D,Mechanical,,Extractor Stopper Plate Broken,Same Plate Fixing and welding work done 
1110,extractor,extractor,extractor striker plate welding,17:14,17:25,0.18,B/D,Mechanical,,,
1111,Core loader,Core loader,Core loader spring broken,5:15,5:35,0.33,B/D,Mechanical,,,
1112,Mould,Mould,dial gauge check (thickness varriation),6:56,7:10,0.23,B/D,Mechanical,,,
1113,Mould,Mould,dial gauge check ,8:02,8:11,0.15,B/D,Mechanical,,,
1114,uli unit,uli unit,dry powder dropping prob,23:56,1:25,1.48,B/D,Mechanical,,Dry Powder was not falling as per requirement (60g instead of 80g),Screw Feeder Pipeline cleaned & Check nut adjusted. OK in trial
1115,MTC,MTC,MTC clamping bolt tight,7:50,8:20,0.5,B/D,Mechanical,,,
1116,Mould,Mould,O ring setting prob,18:20,18:32,0.2,B/D,Mechanical,,,
1117,CCM,CCM,spt side metal cleaning,4:25,4:55,0.5,B/D,Mechanical,,,
1118,Mould,Mould,Mould change due to skt drawn prob,18:45,21:30,2.75,B/D,Mechanical,,Drawn Pipe due to A-side Rail Joint position 2mm Curved depth,Rail welding & Grinding work done. OK in trial.
1119,flag gate,flag gate,flag gate spring open out,23:00,23:44,0.73,B/D,Mechanical,,Flag gate (Spt side) Tensioning Spring Rope Broken,Rope Changed (6mm to 10mm) which was not available previously 
1120,trough,trough,trough allignment ,7:20,8:45,1.42,B/D,Mechanical,,,
1121,trough,trough,A side trough pressing roller change,14:40,14:55,0.25,B/D,Mechanical,,,
1122,CCM,CCM,under mechanical ,21:40,22:00,0.33,B/D,Mechanical,,,
1123,Mould,Mould,Mould vibration,7:25,7:41,0.27,B/D,Mechanical,,,
1124,trough,trough,B side trough pressing not work ,20:12,20:19,0.12,B/D,Mechanical,,,
1125,Mould,Dial gauge ,Dial gauge checking ,22:40,22:48,0.13,B/D,Mechanical,,,
1126,Core loader,Core loader,Core loader welding ,6:28,6:34,0.1,B/D,Mechanical,,,
1127,trough,trough,A side trough tilting cylinder prob ,14:55,15:37,0.7,B/D,Mechanical,,A-side trough Tilting Problem as DC Valve was Jam,DC Valve Changed & Trial Taken OK
1128,Core loader,Core loader,Core loader centering done,20:58,21:05,0.12,B/D,Mechanical,,,
1129,trough,trough,trough supporting roller change,12:10,12:30,0.33,B/D,Mechanical,,,
1130,Core loader,Core loader,Core loader unit change,12:46,13:06,0.33,B/D,Mechanical,,,
1131,Core loader,Core loader,Core loader spring change,12:13,12:20,0.12,B/D,Mechanical,,,
1132,Core loader,Core loader,Core loader spring change,22:00,22:32,0.53,B/D,Mechanical,,Core Loader Spring Broken (DN300),Core Loader Assembly Change (Compression 0.16mm)
1133,Core Loader,core ring ,core ring change ,22:20,22:47,0.45,B/D,Mechanical,,Core Loader Socket Metal Fly,Core Laoder Assembly Change (Compression 0.17mm)
1134,core loader,core loader,Core loader centering done,22:42,22:52,0.17,B/D,Mechanical,,,
1135,Extractor ,Extractor ,Extractor centering done ,8:13,8:40,0.45,B/D,Mechanical,,,
1136,trough,trough,A side trough tilting botton hole brust,10:06,10:50,0.73,B/D,Mechanical,,A-side Trough Tilting Bottom Hose Burst,Hose Changed and Oil Top Up (100 L)
1137,Mould,Mould,water leakage from spt side ,1:20,1:35,0.25,B/D,Mechanical,,,
1138,trough,trough,B side trough funnel center out ,7:09,7:14,0.08,B/D,Mechanical,,,
1139,Core loader,Core loader,core brust prob ,11:35,11:41,0.1,B/D,Mechanical,,,
1140,Core loader,Core loader,Core loader centering done,16:53,17:12,0.32,B/D,Mechanical,,Core Burst,Core Loader Centering Work Done (6.5-10-8.5-4)
1141,Core Loader,core ring ,core ring change ,17:30,18:00,0.5,B/D,Mechanical,,Core Burst due to Core Ring,Core Ring Changed and Alignment done (7-7.5-7.5-7)
1142,Core loader,Core loader,Core loader centering done,18:55,19:28,0.55,B/D,Mechanical,,,
1143,trough,trough,B side trough scrap trolley rope change ,10:07,11:00,0.88,B/D,Mechanical,,,
1144,uli unit,uli unit,dry uli powder dropping prob,19:03,20:09,1.1,B/D,Mechanical,,,
1145,Mould,Mould,mould rotation prob,10:50,11:20,0.5,B/D,Mechanical,,,
1146,Mould,Mould,water leakage from spt side ,13:50,14:26,0.6,B/D,Mechanical,,,
1147,Mould,Mould,water leakage from spt side ,17:24,18:29,1.08,B/D,Mechanical,,,
1148,extractor ,extractor ,extractor stoper prob & core loader centering ,3:55,4:22,0.45,B/D,Mechanical,,,
1149,extractor ,extractor ,extractor centering jaw pressure prob,8:00,8:30,0.5,B/D,Mechanical,,,
1150,trough,trough,b side trough pressing roller change ,15:16,15:24,0.13,B/D,Mechanical,,,
1151,trough,trough,b side trough pressing roller change ,20:00,22:20,2.33,B/D,Mechanical,,B-side Trough Pressing Unit was not moving down due to shaft Jam in bush,Bush changed after opening clamps and replaced. OK in trial
1152,Core ring ,Core ring ,Core ring change,20:00,20:12,0.2,B/D,Mechanical,,,
1153,uli unit ,uli unit ,dry uli dropping prob ,20:22,20:35,0.22,B/D,Mechanical,,,
1154,trough,trough,A side trough supporting roller jam,20:35,21:00,0.42,B/D,Mechanical,,,
1155,Mould,Mould,mould vibration,23:37,0:14,0.62,B/D,Mechanical,,,
1156,trough,trough,trough tilting cylinder hose damage,19:58,20:42,0.73,B/D,Mechanical,,,
1157,Mould,Mould,water leakage from spt side,15:48,16:00,0.2,B/D,Mechanical,,,
1158,Extractor ,Extractor ,Extractor center out ,17:08,17:56,0.8,B/D,Mechanical,,Pipe Socket Groove Damage as Extractor center was out,Extractor changed & aligned
1159,Core loader,Core loader,Core loader centering check,0:07,0:29,0.37,B/D,Mechanical,,,
1160,Core loader,Core loader,core brust prob ,1:22,2:15,0.88,B/D,Mechanical,,Core Burst due to core ring damage,Core Loader Changed & Centered
1161,Extractor ,Extractor ,Extractor change,18:52,19:24,0.53,B/D,Mechanical,,,
1162,Core loader,Core loader,Core loader unit change ,6:00,10:55,4.92,B/D,Mechanical,,Core Loader Hinge Bearing got damage,Damaged Core Loader was removed & modified Spare was fitted. Hub Shaft was long so cut by SAW and recentered. Compression adjusted to .11mm 
1163,trough,trough,b side trough pressing roller change ,22:37,23:00,0.38,B/D,Mechanical,,B-side Trough Pressing not working,Clamp Bolt loose work done. OK in trial
1164,trough,trough,b side trough pressing roller change ,1:53,2:00,0.12,B/D,Mechanical,,,
1165,trough,trough,b side trough pressing roller change ,2:13,2:32,0.32,B/D,Mechanical,,,
1166,trough,trough,trough shifting prob ,4:00,5:50,1.83,B/D,Mechanical,,,
1167,CCM,CCM,under mechanical,12:30,12:55,0.42,B/D,Mechanical,,,
1168,Core loader,Core loader,Core loader centering check,1:19,1:25,0.1,B/D,Mechanical,,,
1169,Core loader,Core loader,Core loader base welding ,18:30,20:30,2,B/D,Mechanical,,Core Loader Spring Arm Bracket Broken,Broken Part Positioning & welding done. Core loader aligned & compression set at 0.16mm
1170,diabola ,diabola ,diabola wheel change ,21:55,23:15,1.33,B/D,Mechanical,,Diabola Trolley B-side V roller damage,Roller Changing work done
1171,Extractor ,Extractor ,Extractor center out ,4:50,5:30,0.67,B/D,Mechanical,,Extractor center out,Extractor Center Alignment Done
1172,Extractor ,Extractor ,Extractor change,11:10,11:36,0.43,B/D,Mechanical,,,
1173,Extractor ,Extractor ,Extractor centering done,18:48,21:00,2.2,B/D,Mechanical,,,
1174,Dial gauge ,Dial gauge ,Dial gauge checking ,17:41,17:53,0.2,B/D,Mechanical,,,
1175,CCM,CCM,bogie wheel adjustment ,15:10,17:15,2.08,B/D,Mechanical,,Sleeve Change (As per Plan),"1. Bogie Wheel A-side both wheel packing done (5mm Ring)
2. All Wheel Ploy Check
3. Extractor Centering from Bore
4. MTC Gland Tight"
1176,Mould,Mould,skt side O ring change,0:55,2:00,1.08,B/D,Mechanical,,,
1177,Core loader,Core loader,Core loader change,2:00,2:30,0.5,B/D,Mechanical,,,
1178,PTT,PTT ,PTT rope change ,7:10,7:33,0.38,B/D,Mechanical,,,
1179,Extractor ,Extractor ,Extractor stopper prob,23:15,23:35,0.33,B/D,Mechanical,,,
1180,Core ring ,Core ring ,Core ring change,18:46,18:52,0.1,B/D,Mechanical,,,
1181,Core Loader,Core Loader,core brust prob ,19:02,19:50,0.8,B/D,Mechanical,,Core Burst due to Core Loader Base Mounting Bolt Thread damage with Base loose,Both Replace with stopper welding. Core loader unit change and centered
1182,Core loader,Core loader,Core loader centering done,6:00,6:28,0.47,B/D,Mechanical,,,
1183,flag gate,flag gate,flag gate stopper plate welding ,6:45,6:58,0.22,B/D,Mechanical,,,
1184,CCM,CCM,V belt change ,10:05,12:32,2.45,B/D,Mechanical,,,
1185,Mould,Mould,mould rotation jam,14:35,15:40,1.08,B/D,Mechanical,,Mould Rotation Stop as V-Belt was Loose due to Tension Gearbox Worm Shaft Failure,Screw Rod Opposite Side Nut Welding cut and belt tight
1186,Core loader,Core loader,Core loader change,18:27,18:37,0.17,B/D,Mechanical,,Core B-side Metal Slippage,Core Loader Unit Change
1187,Core loader,Core loader,Core loader change,17:40,17:52,0.2,B/D,Mechanical,,,
1188,Mould,Mould,Mould change,23:55,1:00,1.08,B/D,Mechanical,,,
1189,MTC,MTC,MTC gland tight ,10:00,10:50,0.83,B/D,Mechanical,,MTC Huge Gland Leakage,Gland Area Cleaned & Gland Tightened. OK in Trial
1190,MTC,MTC,MTC gland tight ,1:40,1:55,0.25,B/D,Mechanical,,,
1191,Dial gauge ,Dial gauge ,Dial gauge checking ,4:20,4:26,0.1,B/D,Mechanical,,,
1192,Dial gauge ,Dial gauge ,Dial gauge checking ,4:36,4:42,0.1,B/D,Mechanical,,,
1193,diabola ,diabola ,diabola trolly wheel change ,8:45,9:50,1.08,B/D,Mechanical,,B-side Diabola Trolley Derail due to which V-Wheel Bearing Broken,Wheel Change & positioning done. OK in Trial
1194,trough,trough,out let hose change & b side uli hose change ,15:15,16:40,1.42,B/D,Mechanical,,,
1195,trough,trough,b side trough pressing roller change ,22:00,22:45,0.75,B/D,Mechanical,,,
1196,trough,trough,B side trough supporting roller & pressing roller unit not work,22:44,23:10,0.43,B/D,Mechanical,,,
1197,trough,trough,B side trough supporting roller & pressing roller unit not work,23:16,0:00,0.73,B/D,Mechanical,,B-side Trough Pressing and supporting roller not moving down as metal got inside prening shaft bush,Pressing & Supporting Roller changed after cleaning
1198,Mould,Mould,Mould change due to skt side clamping plate bolts sheared,0:00,1:00,1,B/D,Mechanical,,"Socket Clamp Plate Mounting Studs (7 Nos) found Shear Out [Sleeve 1, HB No. 4, Size 100]",Sleeve Changed
1199,uli unit ,uli unit ,dry powder pipe line center out,2:38,2:58,0.33,B/D,Mechanical,,,
1200,Extractor ,Extractor ,Extractor centering done,23:00,23:15,0.25,B/D,Mechanical,,Extractor Pipe Slippage (Opening Dia. 330mm),Pressure Changed from 5.5 to 6.5 kg/cm^2 but still Slippage so Extractor Changed (Opening Dia at 330 mm)
1201,Extractor ,Extractor ,Extractor change,0:34,1:38,1.07,B/D,Mechanical,,,
1202,trough,trough,B side trough supporting roller jam,10:00,10:25,0.42,B/D,Mechanical,,B-side Trough Supporting Roller Jam,Roller changed
1203,trough,trough,b side trough pressing roller change ,14:55,15:16,0.35,B/D,Mechanical,,,
1204,Core loader/extractor,Core loader/extractor,Core loader/extractor centering ,0:25,1:00,0.58,B/D,Mechanical,,,
1205,CCM,CCM,under mechanical,20:25,20:53,0.47,B/D,Mechanical,,,
1206,Core Loader,Core Loader,Core Loader centering done,8:24,8:54,0.5,B/D,Mechanical,,Pipe Face Sand Sticking ,Core Loader compression increased and extractor opening check. OK in trial
1207,PTT,PTT,PTT moving prob ,1:08,1:35,0.45,B/D,Mechanical,,,
1208,Dial gauge ,Dial gauge ,Dial gauge checking ,17:32,17:39,0.12,B/D,Mechanical,,,
1209,trough,trough,B side trough tilting prob,5:17,5:25,0.13,B/D,Mechanical,,,
1210,uli unit ,uli unit ,dry uli dropping prob ,9:02,10:12,1.17,B/D,Mechanical,,Dry Powder discontinuous Flow,Screw Feeder adjusting Nut adjusted & vibrator changed
1211,trough,trough,trough centering & pressing roller change ,3:40,4:10,0.5,B/D,Mechanical,,,
1212,Mould,Mould,water leakage from spt side,9:49,10:06,0.28,B/D,Mechanical,,,
1213,Mould,Mould,water leakage from spt side,11:04,11:35,0.52,B/D,Mechanical,,Spt seal Water Leakage due to Seal Metal Contact ,Seal Changed
1214,trough,trough,B side trough tilting prob,14:47,17:40,2.88,B/D,Mechanical,,B-side Trough tilting cylinder base bolt broken,Base bolt changing and cylinder fixing work done. Bolted base keyrod fixing full welding work done
1215,trough,trough,B side trough tilting prob,6:00,6:58,0.97,B/D,Mechanical,,B-side trough tilting Jam ,Trough middle position shift with electronic switch operating. OK in trial
1216,trough,trough,B side trough tilting prob,15:50,16:25,0.58,B/D,Mechanical,,,
1217,Extractor ,Extractor ,Extractor change,2:50,3:22,0.53,B/D,Mechanical,,,
1218,Core loader,Core loader,Core loader change,21:37,22:13,0.6,B/D,Mechanical,,Core Burst,Core Loader Changed (Comp. 0.16mm)
1219,MTC,MTC,MTC gland tight ,17:50,18:15,0.42,B/D,Mechanical,,,
1220,uli unit ,uli unit ,dry uli dropping prob ,5:46,6:00,0.23,B/D,Mechanical,,Dry Powder was not falling from Screw Feeder,Hopper & pipeline hammered then small amount of powder falling
